latitude,longitude
45.223118073306978,5.216796220745891
45.447559242602438,5.492616587784141
45.569365015253425,5.473787421826273
45.474918519612402,5.033659254200757
45.954041058197618,5.958502317313105
45.153917062561959,5.261083357501775
45.189740660600364,5.360775381792337
45.622579906135798,5.166868498083204
45.084021528251469,5.589844330679625
45.961302762851119,5.209318427834660
45.778126823715866,5.496823584660888
45.792417082935572,5.944928959477693
45.439716202672571,5.504584172740579
45.828120160847902,5.897455509752035
45.736786348745227,5.244391959160566
45.841500080190599,5.959904422052205
45.461188179906458,5.289059322793037
45.452521010302007,5.030553195159882
45.762846744619310,5.927439529914409
45.064212449360639,5.716887802816927
45.885941847227514,5.218129512388259
45.977971160784364,5.075682507827878
45.578904894180596,5.600551066920161
45.242551005911082,5.662926422432065
45.190395397599787,5.203853769227862
45.872244850732386,5.968522221781313
45.700677353888750,5.664661933667958
45.913451181259006,5.140393556561321
45.169246106408536,5.741571342106909
45.037849066313356,5.906032455619425
45.985963301267475,5.879349146969616
45.865936877671629,5.447151481173933
45.168408469762653,5.318457887973636
45.477704676799476,5.931255214847624
45.245897417888045,5.541917126160115
45.648143017664552,5.131839265581220
45.760046638548374,5.626114178448915
45.207521773409098,5.338951533194631
45.226665245369077,5.450072779785842
45.001877955626696,5.417060643434525
45.653926549013704,5.874122806359082
45.385582865215838,5.354603902902454
45.538784740492702,5.299034046474844
45.494997459463775,5.708030846901238
45.040605388581753,5.532846525777131
45.614063302520663,5.026568689849228
45.412195672746748,5.480000180657953
45.473720171023160,5.580604142975062
45.798458068631589,5.951424847822636
45.511859357822686,5.044355486985296
45.493341974448413,5.160002375487238
45.176194752566516,5.253388612996787
45.786116554401815,5.383716525975615
45.592340146191418,5.012781799770892
45.833789305761456,5.594218102283776
45.429842443205416,5.487715854775161
45.468340908642858,5.815425308421254
45.842319757677615,5.007125649135560
45.114459354896098,5.337317217141390
45.715156496502459,5.155064743477851
45.870163743384182,5.329219799023122
45.181633433327079,5.282359416130930
45.809219979681075,5.655353604815900
45.862963559105992,5.607678048778325
45.606778452638537,5.374822916928679
45.652033535763621,5.100120427086949
45.534825292881578,5.828228288330138
45.353509040549397,5.320941847283393
45.211944814305753,5.945849186740816
45.333723647054285,5.045734120532870
45.540067289024591,5.763566090725362
